startTime,endTime,eventID,roadID,value1,value2
10,70000,1,108360,5,-999
10,70000,1,101186,5,-999
10,70000,1,101174,5,-999
10,70000,1,108297,5,-999
10,70000,1,101346,5,-999
10,70000,1,101338,5,-999
10,70000,1,101342,5,-999
10,70000,1,101359,5,-999
10,70000,1,101245,5,-999
10,70000,1,108418,5,-999
10,70000,1,100011,5,-999
10,70000,1,108376,5,-999
10,70000,1,108239,5,-999
10,70000,1,102747,5,-999
10,70000,1,108176,5,-999
10,70000,1,102765,5,-999
10,70000,1,102722,5,-999
10,70000,1,107302,5,-999
10,70000,1,102902,5,-999
10,70000,1,100262,7,-999
10,70000,1,102259,7,-999
10,70000,1,102533,7,-999
10,70000,1,104841,7,-999
10,70000,1,104723,7,-999
10,70000,1,104953,7,-999
10,70000,1,106659,7,-999
10,70000,1,104582,7,-999
10,70000,1,105263,7,-999
10,70000,1,105263,7,-999
10,70000,1,105264,7,-999
10,70000,1,105260,7,-999
10,70000,1,106562,7,-999
10,70000,1,106805,7,-999
10,70000,1,105331,7,-999
10,70000,1,105269,7,-999
10,70000,1,106532,7,-999
10,70000,1,106801,7,-999
10,70000,1,107956,7,-999
10,70000,1,105284,7,-999
10,70000,1,107504,7,-999
10,70000,1,107480,7,-999
10,70000,1,105335,7,-999
10,70000,1,105289,7,-999
10,70000,1,105290,7,-999
10,70000,1,105291,7,-999
10,70000,1,107017,7,-999
10,70000,1,105287,7,-999
10,70000,1,104570,7,-999
10,70000,1,104566,7,-999
10,70000,1,106943,7,-999
10,70000,1,106058,7,-999
10,70000,1,107217,7,-999
10,70000,1,106073,7,-999
10,70000,1,106046,7,-999
10,70000,1,106078,7,-999
10,70000,1,107220,7,-999
10,70000,1,106095,7,-999
10,70000,1,105383,7,-999
10,70000,1,105384,7,-999
10,70000,1,107073,7,-999
10,70000,1,107854,7,-999
10,70000,1,106101,7,-999
10,70000,1,106097,7,-999
10,70000,1,106130,7,-999
10,70000,1,104543,7,-999
10,70000,1,106120,7,-999
10,70000,1,107773,7,-999
10,70000,1,107797,7,-999
10,70000,1,104550,7,-999
10,70000,1,106226,7,-999
10,70000,1,106263,7,-999
10,70000,1,100265,10,-999
10,70000,1,100335,10,-999
10,70000,1,100398,10,-999
10,70000,1,100414,10,-999
10,70000,1,102091,10,-999
10,70000,1,105429,10,-999
10,70000,1,105405,10,-999
10,70000,1,100402,15,-999
10,70000,1,100111,15,-999
10,70000,1,100641,15,-999
10,70000,1,100605,15,-999
10,70000,1,100019,15,-999
10,70000,1,101671,15,-999
10,70000,1,101631,15,-999
10,70000,1,101306,15,-999
10,70000,1,101403,15,-999
10,70000,1,100897,15,-999
10,70000,1,101622,15,-999
10,70000,1,101631,15,-999
10,70000,1,101494,15,-999
10,70000,1,101741,15,-999
