startTime,endTime,eventID,roadID,value1,value2
0,64800,1,100969,5,-999
0,64800,1,100970,5,-999
0,64800,1,101028,5,-999
0,64800,1,100982,5,-999
0,64800,1,104123,5,-999
0,64800,1,101094,5,-999
0,64800,1,101209,5,-999
0,64800,1,104115,5,-999
0,82800,1,101210,5,-999
0,82800,1,104549,5,-999
0,82800,1,104552,5,-999
0,82800,1,101212,5,-999
0,82800,1,104545,5,-999
0,82800,1,104562,5,-999
0,14400,1,101334,5,-999
0,14400,1,101337,5,-999
0,14400,1,101339,5,-999
0,14400,1,101340,5,-999
0,14400,1,101341,5,-999
0,14400,1,101342,5,-999
0,14400,1,101347,5,-999
0,14400,1,101349,5,-999
0,14400,1,101353,5,-999
0,14400,1,101355,5,-999
0,14400,1,101357,5,-999
14400,25200,1,102463,5,-999
0,64800,1,104068,5,-999
0,64800,1,104129,5,-999
0,64800,1,104071,5,-999
0,64800,1,104089,5,-999
0,64800,1,104099,5,-999
0,64800,1,104100,5,-999
0,64800,1,104069,5,-999
0,64800,1,104070,5,-999
0,64800,1,104090,5,-999
0,64800,1,104099,5,-999
0,64800,1,104100,5,-999
0,64800,1,104104,5,-999
0,64800,1,104105,5,-999
0,64800,1,104115,5,-999
0,64800,1,104116,5,-999
0,64800,1,104117,5,-999
0,64800,1,104118,5,-999
0,64800,1,104119,5,-999
0,64800,1,104071,5,-999
0,64800,1,104103,5,-999
0,64800,1,104106,5,-999
0,64800,1,104113,5,-999
0,64800,1,104114,5,-999
0,64800,1,104116,5,-999
0,64800,1,104117,5,-999
0,64800,1,104118,5,-999
0,64800,1,104119,5,-999
0,64800,1,101210,5,-999
0,64800,1,104076,5,-999
0,64800,1,104122,5,-999
0,64800,1,104125,5,-999
0,64800,1,104128,5,-999
0,64800,1,104120,5,-999
0,64800,1,104123,5,-999
0,82800,1,104162,5,-999
0,82800,1,104571,5,-999
0,82800,1,104163,5,-999
0,82800,1,104165,5,-999
0,82800,1,104571,5,-999
0,82800,1,104550,5,-999
0,82800,1,104557,5,-999
0,82800,1,104558,5,-999
0,82800,1,104561,5,-999
0,82800,1,104564,5,-999
0,82800,1,104566,5,-999
0,82800,1,104565,5,-999
0,82800,1,104568,5,-999
0,82800,1,104569,5,-999
0,82800,1,104567,5,-999
0,50400,1,104578,5,-999
0,50400,1,105236,5,-999
0,14400,1,105249,5,-999
0,14400,1,105271,5,-999
0,14400,1,105272,5,-999
0,14400,1,105238,5,-999
0,14400,1,105239,5,-999
0,14400,1,105240,5,-999
0,14400,1,105241,5,-999
0,14400,1,105246,5,-999
0,14400,1,105247,5,-999
0,14400,1,105285,5,-999
0,14400,1,105286,5,-999
0,14400,1,105287,5,-999
0,14400,1,105288,5,-999
0,14400,1,105289,5,-999
0,14400,1,105290,5,-999
0,14400,1,105291,5,-999
0,14400,1,105292,5,-999
0,14400,1,105293,5,-999
0,14400,1,105294,5,-999
0,14400,1,105295,5,-999
0,14400,1,105296,5,-999
0,14400,1,105297,5,-999
0,14400,1,105298,5,-999
0,14400,1,105299,5,-999
0,14400,1,105300,5,-999
0,14400,1,105301,5,-999
0,14400,1,105302,5,-999
0,14400,1,105303,5,-999
0,14400,1,105304,5,-999
0,14400,1,105305,5,-999
0,14400,1,105306,5,-999
0,14400,1,105307,5,-999
0,14400,1,105308,5,-999
0,14400,1,105310,5,-999
0,14400,1,105311,5,-999
0,14400,1,105312,5,-999
0,14400,1,105313,5,-999
0,14400,1,105314,5,-999
0,14400,1,105315,5,-999
0,14400,1,105316,5,-999
0,14400,1,105317,5,-999
0,14400,1,105318,5,-999
0,14400,1,105319,5,-999
0,14400,1,105320,5,-999
0,14400,1,105321,5,-999
0,14400,1,105322,5,-999
0,14400,1,105323,5,-999
0,14400,1,105324,5,-999
0,14400,1,105325,5,-999
0,14400,1,105326,5,-999
0,14400,1,105327,5,-999
0,14400,1,105328,5,-999
0,14400,1,105329,5,-999
0,14400,1,105330,5,-999
0,14400,1,105331,5,-999
0,14400,1,105332,5,-999
0,14400,1,105333,5,-999
0,14400,1,105334,5,-999
0,14400,1,105335,5,-999
0,14400,1,105336,5,-999
0,14400,1,105337,5,-999
0,14400,1,105338,5,-999
0,14400,1,105339,5,-999
0,14400,1,105340,5,-999
0,14400,1,105341,5,-999
0,14400,1,105342,5,-999
0,14400,1,105343,5,-999
0,14400,1,105344,5,-999
0,14400,1,105345,5,-999
0,14400,1,105346,5,-999
0,14400,1,105347,5,-999
0,14400,1,105348,5,-999
0,14400,1,105349,5,-999
0,14400,1,105350,5,-999
0,14400,1,105351,5,-999
0,14400,1,105352,5,-999
0,14400,1,105353,5,-999
0,14400,1,105354,5,-999
0,14400,1,105355,5,-999
0,14400,1,105357,5,-999
0,14400,1,105363,5,-999
0,14400,1,105364,5,-999
0,14400,1,105365,5,-999
0,14400,1,105366,5,-999
0,14400,1,105367,5,-999
0,14400,1,105368,5,-999
0,14400,1,105369,5,-999
0,14400,1,105370,5,-999
0,14400,1,105371,5,-999
0,14400,1,105372,5,-999
0,14400,1,105373,5,-999
0,14400,1,105374,5,-999
0,14400,1,105375,5,-999
0,14400,1,105376,5,-999
0,14400,1,105377,5,-999
0,14400,1,105378,5,-999
0,14400,1,105255,5,-999
0,14400,1,105256,5,-999
0,14400,1,105258,5,-999
0,14400,1,105248,5,-999
0,14400,1,105257,5,-999
0,82800,1,100964,5,-999
0,82800,1,105392,5,-999
0,82800,1,105393,5,-999
0,82800,1,105394,5,-999
0,82800,1,105395,5,-999
0,82800,1,105396,5,-999
0,82800,1,105397,5,-999
0,82800,1,105398,5,-999
0,64800,1,100969,5,-999
0,64800,1,101027,5,-999
0,64800,1,100970,5,-999
0,64800,1,100983,5,-999
0,64800,1,104124,5,-999
0,64800,1,101123,5,-999
0,64800,1,101126,5,-999
0,82800,1,101209,5,-999
0,82800,1,104550,5,-999
0,82800,1,104551,5,-999
0,82800,1,101211,5,-999
0,82800,1,104561,5,-999
0,82800,1,104563,5,-999
14400,25200,1,101782,5,-999
14400,25200,1,102476,5,-999
14400,25200,1,102477,5,-999
0,64800,1,104069,5,-999
0,64800,1,104127,5,-999
0,64800,1,104128,5,-999
0,64800,1,104121,5,-999
0,64800,1,104126,5,-999
0,82800,1,104560,5,-999
0,50400,1,104577,5,-999
0,50400,1,105181,5,-999
0,50400,1,105236,5,-999
0,50400,1,105309,5,-999
0,50400,1,105358,5,-999
0,50400,1,105359,5,-999
0,50400,1,105360,5,-999
0,50400,1,105362,5,-999
